epoch,train_loss,train_precision,train_recall,train_f1,val_loss,val_precision,val_recall,val_f1
1,0.16447977443867348,0.8923262354350217,0.8852132323626093,0.8887554972000713,0.12063566753920095,0.9190515126699957,0.9123376623339597,0.9156822760554006
2,0.08659499818983123,0.9475842752816368,0.9439019529683699,0.9457395247749445,0.14342927187150162,0.8777487886661285,0.9557629870091081,0.9150961675331823
3,0.04869078683943243,0.9706028898844338,0.9705061777590966,0.970554526412515,0.1343971718082958,0.9216794509450074,0.9265422077884475,0.9241044272974478
