epoch,train_loss,train_precision,train_recall,train_f1,val_loss,val_precision,val_recall,val_f1
1,0.26143378399400974,0.8948687111636652,0.889697090473406,0.8922754022141,0.197561151261162,0.9222042139346751,0.9237012986975499,0.9229521442257822
